pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl24cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb23cd
"AL1 1HY","AL1  1HY","AL1 1HY","198001","","0","516484","0205693","1","E00120260","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023683","E02004939","E33027468","E38000079","E63011552","UN1","5A2",51.737854,-0.314440,"E37000048","","E23000027",17955,"E54000025"
"AL1 1JA","AL1  1JA","AL1 1JA","198504","","0","515765","0206412","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.744465,-0.324608,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JB","AL1  1JB","AL1 1JB","198307","","0","515713","0206312","1","E00120543","E10000015","E58000666","E07000240","E05013963","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023741","E02004940","E33027473","E38000079","E63011552","UN1","5A2",51.743577,-0.325394,"E37000048","","E23000027",30070,"E54000025"
"AL1 1JD","AL1  1JD","AL1 1JD","198001","","0","515546","0206478","1","E00120543","E10000015","E58000666","E07000240","E05013963","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023741","E02004940","E33027473","E38000079","E63011552","UN1","5A2",51.745103,-0.327757,"E37000048","","E23000027",30070,"E54000025"
"AL1 1JE","AL1  1JE","AL1 1JE","199101","","0","516421","0205737","1","E00120276","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023684","E02004939","E33027469","E38000079","E63011552","UN1","5A2",51.738263,-0.315337,"E37000048","","E23000027",28935,"E54000025"
"AL1 1JF","AL1  1JF","AL1 1JF","198001","200110","1","515713","0206312","1","E00120543","E10000015","E58000666","E07000240","E05013963","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023741","E02004940","E33027473","E38000079","E63011552","UN1","5A2",51.743577,-0.325394,"E37000048","","E23000027",30070,"E54000025"
"AL1 1JG","AL1  1JG","AL1 1JG","198001","","0","515636","0206257","1","E00120543","E10000015","E58000666","E07000240","E05013963","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023741","E02004940","E33027473","E38000079","E63011552","UN1","5A2",51.743099,-0.326527,"E37000048","","E23000027",30070,"E54000025"
"AL1 1JH","AL1  1JH","AL1 1JH","198001","","0","515870","0206308","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.743509,-0.323123,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JJ","AL1  1JJ","AL1 1JJ","198001","","0","515928","0206418","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.744485,-0.322246,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JL","AL1  1JL","AL1 1JL","198001","","0","515883","0206430","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.744602,-0.322894,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JN","AL1  1JN","AL1 1JN","198001","","0","515752","0206465","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.744944,-0.324779,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JP","AL1  1JP","AL1 1JP","198001","","0","515834","0206592","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.746068,-0.323549,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JQ","AL1  1JQ","AL1 1JQ","198001","","0","515861","0206233","1","E00120267","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B2",51.742836,-0.323278,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JR","AL1  1JR","AL1 1JR","198001","","0","515736","0206522","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.745460,-0.324992,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JS","AL1  1JS","AL1 1JS","198001","","0","515714","0206549","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.745707,-0.325301,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JT","AL1  1JT","AL1 1JT","199812","","0","516236","0206062","1","E00120272","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023684","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.741222,-0.317906,"E37000048","","E23000027",28935,"E54000025"
"AL1 1JU","AL1  1JU","AL1 1JU","198001","","0","515881","0206219","1","E00120267","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B2",51.742706,-0.322993,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JW","AL1  1JW","AL1 1JW","198001","","0","515787","0206497","1","E00120264","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023682","E02004939","E33027467","E38000079","E63011552","UN1","5B1",51.745224,-0.324262,"E37000048","","E23000027",20975,"E54000025"
"AL1 1JX","AL1  1JX","AL1 1JX","198001","198512","1","515700","0206300","8","E00120543","E10000015","E58000666","E07000240","E05013963","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023741","E02004940","E33027473","E38000079","E63011552","UN1","5A2",51.743472,-0.325587,"E37000048","","E23000027",30070,"E54000025"
"AL1 1JZ","AL1  1JZ","AL1 1JZ","199810","200009","1","515800","0206200","8","E00120543","E10000015","E58000666","E07000240","E05013963","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023741","E02004940","E33027473","E38000079","E63011552","UN1","5A2",51.742552,-0.324172,"E37000048","","E23000027",30070,"E54000025"
"AL1 1LA","AL1  1LA","AL1 1LA","198001","","0","514832","0207080","1","E00120481","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33024331","E38000079","E63011552","UN1","2D1",51.750660,-0.337896,"E37000048","","E23000027",15120,"E54000025"
"AL1 1LB","AL1  1LB","AL1 1LB","200405","","0","514954","0207029","1","E00120482","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33024338","E38000079","E63011552","UN1","2D2",51.750177,-0.336146,"E37000048","","E23000027",15120,"E54000025"
"AL1 1LD","AL1  1LD","AL1 1LD","198001","201601","1","514864","0207064","1","E00120481","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33024331","E38000079","E63011552","UN1","2D1",51.750510,-0.337438,"E37000048","","E23000027",15120,"E54000025"
"AL1 1LE","AL1  1LE","AL1 1LE","198001","","0","514890","0207057","1","E00120481","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33024331","E38000079","E63011552","UN1","2D1",51.750442,-0.337064,"E37000048","","E23000027",15120,"E54000025"
"AL1 1LF","AL1  1LF","AL1 1LF","198001","199405","1","514800","0207000","8","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.749948,-0.338386,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LG","AL1  1LG","AL1 1LG","198001","200408","0","514930","0207067","1","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.750524,-0.336481,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LH","AL1  1LH","AL1 1LH","198001","199405","1","514900","0207000","8","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.749928,-0.336938,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LJ","AL1  1LJ","AL1 1LJ","198001","","0","515074","0206961","1","E00120477","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33027448","E38000079","E63011552","UN1","2D2",51.749541,-0.334431,"E37000048","","E23000027",15120,"E54000025"
"AL1 1LL","AL1  1LL","AL1 1LL","198607","199806","1","515429","0206407","6","E00120543","E10000015","E58000666","E07000240","E05013963","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023741","E02004940","E33027473","E38000079","E63011552","UN1","5A2",51.744489,-0.329474,"E37000048","","E23000027",30070,"E54000025"
"AL1 1LN","AL1  1LN","AL1 1LN","198001","","0","515162","0206876","1","E00120493","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33027447","E38000079","E63011552","UN1","2D2",51.748759,-0.333185,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LP","AL1  1LP","AL1 1LP","198001","200905","1","515215","0206842","1","E00120493","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33027447","E38000079","E63011552","UN1","2D2",51.748443,-0.332429,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LQ","AL1  1LQ","AL1 1LQ","198001","200404","0","514930","0207067","1","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.750524,-0.336481,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LR","AL1  1LR","AL1 1LR","198001","","0","515239","0206818","1","E00120493","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33027447","E38000079","E63011552","UN1","2D2",51.748222,-0.332089,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LS","AL1  1LS","AL1 1LS","199101","","0","514779","0207123","1","E00120481","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33024331","E38000079","E63011552","UN1","2D1",51.751058,-0.338649,"E37000048","","E23000027",15120,"E54000025"
"AL1 1LT","AL1  1LT","AL1 1LT","199208","","0","516452","0205715","1","E00120260","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023683","E02004939","E33027468","E38000079","E63011552","UN1","5A2",51.738058,-0.314896,"E37000048","","E23000027",17955,"E54000025"
"AL1 1LU","AL1  1LU","AL1 1LU","199301","199405","1","514700","0207100","8","E00120481","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33024331","E38000079","E63011552","UN1","2D1",51.750867,-0.339801,"E37000048","","E23000027",15120,"E54000025"
"AL1 1LW","AL1  1LW","AL1 1LW","198001","199507","1","515000","0206900","8","E00120492","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33027448","E38000079","E63011552","UN1","2D2",51.749008,-0.335523,"E37000048","","E23000027",29172,"E54000025"
"AL1 1LX","AL1  1LX","AL1 1LX","200504","","0","517081","0205240","1","E00120279","E10000015","E58000664","E07000240","E05013951","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023684","E02004939","E33027469","E38000079","E63011616","UN1","5A2",51.733659,-0.305950,"E37000048","","E23000027",28935,"E54000025"
"AL1 1LY","AL1  1LY","AL1 1LY","199501","200408","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL1 1LZ","AL1  1LZ","AL1 1LZ","200506","","0","514744","0207101","1","E00120481","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023727","E02004935","E33024331","E38000079","E63011552","UN1","2D1",51.750867,-0.339163,"E37000048","","E23000027",15120,"E54000025"
"AL1 1NA","AL1  1NA","AL1 1NA","198001","199606","1","514800","0206900","8","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.749049,-0.338419,"E37000048","","E23000027",29172,"E54000025"
"AL1 1NB","AL1  1NB","AL1 1NB","198001","","0","514858","0206891","1","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.748957,-0.337582,"E37000048","","E23000027",29172,"E54000025"
"AL1 1ND","AL1  1ND","AL1 1ND","198001","","0","514752","0206994","1","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.749904,-0.339083,"E37000048","","E23000027",29172,"E54000025"
"AL1 1NE","AL1  1NE","AL1 1NE","198001","","0","514875","0206917","1","E00120491","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33024341","E38000079","E63011552","UN1","5A3",51.749187,-0.337327,"E37000048","","E23000027",29172,"E54000025"
"AL1 1NF","AL1  1NF","AL1 1NF","198001","","0","514904","0206953","1","E00120492","E10000015","E58000663","E07000240","E05013964","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023726","E02004935","E33027448","E38000079","E63011552","UN1","2D2",51.749504,-0.336895,"E37000048","","E23000027",29172,"E54000025"
